DateHeure,H13D,HMAXD,TH13D,THMAXD
2021-01-01 00:00:00,1.23,2.12,8.0,7.2
2021-01-01 00:30:00,1.28,2.88,8.2,8.2
2021-01-01 01:00:00,1.38,2.61,8.3,8.0
2021-01-01 01:30:00,1.53,2.68,8.2,7.9
2021-01-01 02:00:00,1.73,2.62,8.4,8.5
2021-01-01 02:30:00,1.62,2.5,8.4,8.6
2021-01-01 03:00:00,1.8,3.04,8.4,8.1
2021-01-01 03:30:00,1.74,2.9,8.3,9.0
2021-01-01 04:00:00,1.92,2.95,8.2,8.4
2021-01-01 04:30:00,1.96,3.69,8.3,7.2
2021-01-01 05:00:00,1.98,3.43,8.1,8.3
2021-01-01 05:30:00,1.97,3.08,8.1,8.0
2021-01-01 06:00:00,2.06,3.59,8.0,7.9
2021-01-01 06:30:00,2.03,3.25,8.2,8.0
2021-01-01 07:00:00,1.82,3.4,8.0,8.1
2021-01-01 07:30:00,1.95,3.29,8.4,8.5
2021-01-01 08:00:00,1.88,3.02,8.4,8.8
2021-01-01 08:30:00,1.68,2.85,8.5,9.0
2021-01-01 09:00:00,1.67,2.73,8.4,8.3
2021-01-01 09:30:00,1.48,2.3,8.8,8.6
2021-01-01 10:00:00,1.3,2.1,8.4,8.3
2021-01-01 10:30:00,1.2,2.37,8.4,8.7
2021-01-01 11:00:00,1.18,1.91,8.5,8.2
2021-01-01 11:30:00,1.11,1.97,8.4,7.5
2021-01-01 12:00:00,1.1,1.93,8.5,8.3
2021-01-01 12:30:00,1.15,1.86,8.6,8.1
2021-01-01 13:00:00,1.05,1.63,8.9,8.0
2021-01-01 13:30:00,1.06,1.95,8.6,8.6
2021-01-01 14:00:00,1.21,2.09,8.8,8.2
2021-01-01 14:30:00,1.26,2.03,8.6,9.6
2021-01-01 15:00:00,1.22,2.31,8.4,9.4
2021-01-01 15:30:00,1.39,2.06,8.6,9.9
2021-01-01 16:00:00,1.48,2.4,8.8,7.8
2021-01-01 16:30:00,1.54,2.67,8.7,8.6
2021-01-01 17:00:00,1.99,3.11,8.8,7.6
2021-01-01 17:30:00,1.88,2.95,8.7,8.4
2021-01-01 18:00:00,1.67,2.62,8.4,8.7
2021-01-01 18:30:00,1.82,2.83,8.5,9.5
2021-01-01 19:00:00,1.71,3.36,8.4,9.4
2021-01-01 19:30:00,1.72,2.89,8.4,8.4
2021-01-01 20:00:00,1.54,2.96,8.1,8.0
2021-01-01 20:30:00,1.47,2.29,8.4,7.2
2021-01-01 21:00:00,1.29,2.48,8.1,8.5
2021-01-01 21:30:00,1.36,2.45,8.4,8.6
2021-01-01 22:00:00,1.09,1.8,8.5,8.8
2021-01-01 23:00:00,0.92,1.73,8.0,9.3
2021-01-01 23:30:00,0.9,1.57,8.2,8.7
2021-01-02 00:00:00,0.9,1.57,7.9,9.1
2021-01-02 00:30:00,0.85,1.5,8.0,7.9
2021-01-02 01:00:00,0.88,1.68,8.3,8.7
2021-01-02 01:30:00,0.92,1.53,8.5,8.6
2021-01-02 02:00:00,0.88,1.41,8.3,7.1
2021-01-02 02:30:00,0.99,1.71,8.3,8.7
2021-01-02 03:00:00,1.06,1.85,8.4,8.3
2021-01-02 03:30:00,1.16,1.75,8.5,8.1
2021-01-02 04:00:00,1.22,2.45,8.4,8.1
2021-01-02 04:30:00,1.3,2.26,8.1,8.6
2021-01-02 05:00:00,1.4,2.9,7.9,7.8
2021-01-02 05:30:00,1.34,2.4,7.5,7.0
2021-01-02 06:00:00,1.4,2.38,7.4,8.1
2021-01-02 06:30:00,1.45,2.61,7.5,9.2
2021-01-02 07:00:00,1.38,2.4,7.6,8.0
2021-01-02 07:30:00,1.29,2.3,7.5,7.2
2021-01-02 08:00:00,1.23,2.03,7.3,7.1
2021-01-02 08:30:00,1.13,2.06,7.2,7.5
2021-01-02 09:00:00,1.08,2.14,7.1,7.4
2021-01-02 09:30:00,1.01,1.76,6.9,6.7
2021-01-02 10:00:00,0.92,1.75,6.7,7.8
2021-01-02 10:30:00,0.86,1.56,6.5,7.2
2021-01-02 11:00:00,0.75,1.21,6.8,7.8
2021-01-02 11:30:00,0.76,1.25,6.0,8.1
2021-01-02 12:00:00,0.73,1.18,5.9,4.7
2021-01-02 12:30:00,0.77,1.22,5.4,7.1
2021-01-02 13:00:00,0.81,1.52,5.8,7.3
2021-01-02 13:30:00,0.76,1.31,6.4,8.6
2021-01-02 14:00:00,0.83,1.41,6.8,7.1
2021-01-02 14:30:00,0.82,1.58,6.8,7.7
2021-01-02 15:00:00,0.85,1.54,6.8,9.0
2021-01-02 15:30:00,0.97,1.73,7.3,8.3
2021-01-02 16:00:00,0.98,1.81,7.6,7.5
2021-01-02 16:30:00,0.99,1.68,7.5,9.2
2021-01-02 17:00:00,1.05,1.9,7.5,7.6
2021-01-02 17:30:00,1.09,1.98,6.9,8.2
2021-01-02 18:00:00,1.15,2.05,6.6,7.5
2021-01-02 18:30:00,1.21,1.92,6.1,7.4
2021-01-02 19:00:00,1.22,2.16,6.5,7.1
2021-01-02 19:30:00,1.21,2.43,6.1,7.2
2021-01-02 20:00:00,1.29,2.46,5.6,6.8
2021-01-02 20:30:00,1.33,2.14,5.4,5.3
2021-01-02 21:00:00,1.32,2.51,5.7,5.3
2021-01-02 21:30:00,1.14,2.02,5.8,5.1
2021-01-02 22:00:00,0.99,1.93,5.9,6.5
2021-01-02 23:00:00,0.88,1.7,6.0,7.4
2021-01-02 23:30:00,0.79,1.22,5.7,7.1
2021-01-03 00:00:00,0.77,1.32,5.5,7.0
2021-01-03 00:30:00,0.87,1.46,5.3,5.1
2021-01-03 01:00:00,0.92,1.58,5.2,4.4
2021-01-03 01:30:00,0.97,1.53,5.5,5.3
2021-01-03 02:00:00,1.04,1.73,5.2,5.5
2021-01-03 02:30:00,1.08,2.02,5.6,4.7
2021-01-03 03:00:00,1.06,1.93,5.6,5.0
2021-01-03 03:30:00,1.12,1.82,5.5,4.9
2021-01-03 04:00:00,1.19,1.95,5.8,8.2
2021-01-03 04:30:00,1.21,1.9,6.1,8.5
2021-01-03 05:00:00,1.22,2.03,6.0,3.6
2021-01-03 05:30:00,1.33,2.57,6.2,7.1
2021-01-03 06:00:00,1.3,2.3,6.4,5.2
2021-01-03 06:30:00,1.39,2.05,5.9,7.4
2021-01-03 07:00:00,1.4,2.42,5.7,7.4
2021-01-03 07:30:00,1.38,2.11,5.6,5.0
2021-01-03 08:00:00,1.32,2.2,5.6,6.1
2021-01-03 08:30:00,1.22,1.93,5.6,7.2
2021-01-03 09:00:00,1.08,2.03,5.2,7.2
2021-01-03 09:30:00,1.07,1.85,5.3,7.4
2021-01-03 10:00:00,0.97,1.65,4.8,3.1
2021-01-03 10:30:00,0.9,1.35,4.8,4.4
2021-01-03 11:00:00,0.78,1.54,5.0,6.4
2021-01-03 11:30:00,0.75,1.09,4.6,3.9
2021-01-03 12:00:00,0.72,1.2,5.4,4.0
2021-01-03 12:30:00,0.73,1.47,5.4,6.5
2021-01-03 13:00:00,0.79,1.44,5.1,5.8
2021-01-03 13:30:00,0.79,1.46,5.7,2.6
2021-01-03 14:00:00,0.74,1.24,6.8,7.4
2021-01-03 14:30:00,0.72,1.14,6.8,8.5
2021-01-03 15:00:00,0.7,1.23,6.6,6.8
2021-01-03 15:30:00,0.72,1.11,6.9,7.2
2021-01-03 16:00:00,0.75,1.23,7.0,8.5
2021-01-03 16:30:00,0.73,1.13,6.8,7.2
2021-01-03 17:00:00,0.7,1.14,6.7,6.6
2021-01-03 17:30:00,0.78,1.15,7.2,8.7
2021-01-03 18:00:00,0.73,1.43,6.1,7.5
2021-01-03 18:30:00,0.75,1.39,6.1,7.4
2021-01-03 19:00:00,0.75,1.29,5.8,6.1
2021-01-03 19:30:00,0.74,1.42,5.6,6.4
2021-01-03 20:00:00,0.71,1.42,5.9,6.0
2021-01-03 20:30:00,0.65,1.2,6.3,5.7
2021-01-03 21:00:00,0.67,1.33,6.5,6.7
2021-01-03 21:30:00,0.61,1.11,6.2,6.9
2021-01-03 22:00:00,0.58,0.94,6.5,7.5
2021-01-03 23:00:00,0.55,0.91,6.8,7.8
2021-01-03 23:30:00,0.52,0.99,6.6,7.3
2021-01-04 00:00:00,0.43,0.87,6.5,7.3
2021-01-04 00:30:00,0.43,0.91,6.3,6.6
2021-01-04 01:00:00,0.43,0.81,5.8,8.8
2021-01-04 01:30:00,0.44,0.85,5.7,7.2
2021-01-04 02:00:00,0.46,0.74,5.7,6.0
2021-01-04 02:30:00,0.46,0.86,5.7,6.4
2021-01-04 03:00:00,0.48,0.87,5.7,4.3
2021-01-04 03:30:00,0.51,0.77,6.2,7.5
2021-01-04 04:00:00,0.52,0.96,6.2,5.0
2021-01-04 04:30:00,0.54,0.85,5.9,7.2
2021-01-04 05:00:00,0.55,1.11,4.9,7.7
2021-01-04 05:30:00,0.59,0.96,5.6,8.7
2021-01-04 06:00:00,0.57,1.02,5.1,6.8
2021-01-04 06:30:00,0.6,0.98,5.1,7.3
2021-01-04 07:00:00,0.6,1.09,5.4,5.7
2021-01-04 07:30:00,0.65,1.08,5.9,6.8
2021-01-04 08:00:00,0.58,0.98,5.5,2.2
2021-01-04 08:30:00,0.57,0.92,6.2,5.9
2021-01-04 09:00:00,0.53,0.83,6.7,5.5
2021-01-04 09:30:00,0.56,0.96,6.6,7.8
2021-01-04 10:00:00,0.54,0.82,6.7,8.4
2021-01-04 10:30:00,0.5,0.84,5.8,7.8
2021-01-04 11:00:00,0.52,0.85,5.3,6.2
2021-01-04 11:30:00,0.54,0.94,6.1,7.2
2021-01-04 12:00:00,0.5,0.91,5.9,7.5
2021-01-04 12:30:00,0.58,0.97,6.2,7.7
2021-01-04 13:00:00,0.71,1.44,7.2,7.5
2021-01-04 13:30:00,0.57,1.03,6.6,6.7
2021-01-04 14:00:00,0.53,1.03,6.0,8.1
2021-01-04 14:30:00,0.68,1.19,5.3,2.4
2021-01-04 15:00:00,0.83,1.26,5.0,4.0
2021-01-04 15:30:00,0.83,1.35,4.8,5.3
2021-01-04 16:00:00,0.81,1.37,4.8,5.9
2021-01-04 16:30:00,0.79,1.34,4.8,3.5
2021-01-04 17:00:00,0.85,1.37,4.7,7.8
2021-01-04 17:30:00,0.85,1.54,5.1,9.3
2021-01-04 18:00:00,0.82,1.5,5.1,4.4
2021-01-04 18:30:00,0.82,1.43,5.0,7.7
2021-01-04 19:00:00,0.86,1.62,4.6,3.7
2021-01-04 19:30:00,0.81,1.41,5.1,3.3
2021-01-04 20:00:00,0.7,1.38,4.6,5.2
2021-01-04 20:30:00,0.65,1.14,4.7,2.7
2021-01-04 21:00:00,0.62,1.08,4.8,8.3
2021-01-04 21:30:00,0.6,1.06,5.4,8.7
2021-01-04 22:00:00,0.6,1.14,5.1,2.8
2021-01-04 22:30:00,0.63,1.19,5.7,8.0
2021-01-04 23:00:00,0.68,1.21,6.1,10.7
2021-01-04 23:30:00,0.65,1.19,5.8,8.3
2021-01-05 00:00:00,0.64,1.09,5.4,8.5
2021-01-05 00:30:00,0.6,1.1,5.1,8.1
2021-01-05 01:00:00,0.67,1.15,6.0,7.7
2021-01-05 01:30:00,0.65,1.42,6.0,8.7
2021-01-05 02:00:00,0.59,1.0,5.6,8.6
2021-01-05 02:30:00,0.57,0.85,5.1,7.8
2021-01-05 03:00:00,0.58,0.93,5.1,8.6
2021-01-05 03:30:00,0.55,0.96,5.4,7.4
2021-01-05 04:00:00,0.51,1.01,5.1,5.8
2021-01-05 04:30:00,0.5,0.99,5.3,7.6
2021-01-05 05:00:00,0.57,1.08,6.0,10.0
2021-01-05 05:30:00,0.67,1.22,6.9,8.5
2021-01-05 06:00:00,0.61,1.04,6.2,8.6
2021-01-05 06:30:00,0.61,1.28,5.3,7.2
2021-01-05 07:00:00,0.61,0.96,5.7,7.0
2021-01-05 07:30:00,0.62,1.09,5.5,7.0
2021-01-05 08:00:00,0.63,1.16,5.1,6.9
2021-01-05 08:30:00,0.66,1.06,5.3,9.5
2021-01-05 09:00:00,0.65,1.07,4.6,3.7
2021-01-05 09:30:00,0.63,0.95,5.2,3.6
2021-01-05 10:00:00,0.57,1.08,5.6,8.7
2021-01-05 10:30:00,0.67,1.14,5.7,8.7
2021-01-05 11:00:00,0.6,1.34,5.8,8.1
2021-01-05 11:30:00,0.58,1.04,5.9,9.1
2021-01-05 12:00:00,0.57,0.98,5.9,9.7
2021-01-05 12:30:00,0.51,0.99,5.0,6.4
2021-01-05 13:00:00,0.54,1.16,5.1,10.6
2021-01-05 13:30:00,0.64,1.27,4.8,8.1
2021-01-05 14:00:00,0.66,1.25,5.1,7.4
2021-01-05 14:30:00,0.57,1.2,5.2,9.0
2021-01-05 15:00:00,0.62,1.24,4.8,9.7
2021-01-05 15:30:00,0.62,0.99,5.5,3.9
2021-01-05 16:00:00,0.59,1.19,5.9,7.6
2021-01-05 16:30:00,0.63,1.09,5.8,5.7
2021-01-05 17:00:00,0.65,1.17,5.5,6.6
2021-01-05 17:30:00,0.72,1.3,5.0,6.1
2021-01-05 18:00:00,0.86,1.35,5.7,3.4
2021-01-05 18:30:00,0.8,1.25,6.5,6.9
2021-01-05 19:00:00,0.7,1.52,6.6,10.9
2021-01-05 19:30:00,0.71,1.21,6.4,6.8
2021-01-05 20:00:00,0.67,1.19,5.5,10.8
2021-01-05 20:30:00,0.7,1.29,6.5,11.3
2021-01-05 21:00:00,0.68,1.29,6.7,11.4
2021-01-05 21:30:00,0.67,1.16,6.8,11.2
2021-01-05 22:00:00,0.63,1.36,6.1,9.5
2021-01-05 23:00:00,0.68,1.14,6.3,8.8
2021-01-05 23:30:00,0.66,1.45,6.7,11.0
2021-01-06 00:00:00,0.71,1.27,8.2,10.2
2021-01-06 00:30:00,0.63,1.19,7.7,12.6
2021-01-06 01:00:00,0.59,1.0,7.4,10.1
2021-01-06 01:30:00,0.56,1.01,8.4,11.8
2021-01-06 02:00:00,0.48,0.94,7.4,10.1
2021-01-06 02:30:00,0.57,0.9,7.9,9.7
2021-01-06 03:00:00,0.57,0.94,7.8,9.3
2021-01-06 03:30:00,0.55,0.99,7.5,9.8
2021-01-06 04:00:00,0.51,1.04,5.9,11.1
2021-01-06 04:30:00,0.56,0.95,5.9,10.1
2021-01-06 05:00:00,0.58,0.97,6.1,11.3
2021-01-06 05:30:00,0.62,1.22,6.5,5.6
2021-01-06 06:00:00,0.61,1.05,6.1,12.4
2021-01-06 06:30:00,0.71,1.31,7.8,11.2
2021-01-06 07:00:00,0.68,1.13,8.4,10.5
2021-01-06 07:30:00,0.66,1.15,8.4,10.7
2021-01-06 08:00:00,0.58,1.03,7.0,8.9
2021-01-06 08:30:00,0.68,1.23,7.7,9.9
2021-01-06 09:00:00,0.72,1.25,8.4,10.4
2021-01-06 09:30:00,0.67,1.08,7.8,10.2
2021-01-06 10:00:00,0.67,1.37,7.9,10.3
2021-01-06 10:30:00,0.64,1.2,8.3,9.9
2021-01-06 11:00:00,0.64,1.17,9.0,11.1
2021-01-06 11:30:00,0.69,1.22,9.0,9.3
2021-01-06 12:00:00,0.66,1.02,9.4,10.7
2021-01-06 12:30:00,0.65,1.12,9.3,9.4
2021-01-06 13:00:00,0.61,0.96,9.1,8.2
2021-01-06 13:30:00,0.55,1.15,8.8,10.8
2021-01-06 14:00:00,0.48,0.87,7.4,9.8
2021-01-06 14:30:00,0.51,0.81,7.4,11.1
2021-01-06 15:00:00,0.53,1.05,7.3,11.2
2021-01-06 15:30:00,0.47,1.04,7.2,10.8
2021-01-06 16:00:00,0.51,0.83,8.4,12.5
2021-01-06 16:30:00,0.46,0.7,7.6,8.5
2021-01-06 17:00:00,0.55,0.85,9.8,11.4
2021-01-06 17:30:00,0.54,1.03,10.0,12.5
2021-01-06 18:00:00,0.53,0.89,8.7,11.0
2021-01-06 18:30:00,0.57,1.12,9.0,10.4
2021-01-06 19:00:00,0.6,1.01,9.0,10.5
2021-01-06 19:30:00,0.57,0.96,9.0,10.0
2021-01-06 20:00:00,0.65,1.08,9.4,10.8
2021-01-06 20:30:00,0.64,1.36,9.9,10.3
2021-01-06 21:00:00,0.69,1.19,10.3,10.8
2021-01-06 21:30:00,0.6,1.04,8.9,10.1
2021-01-06 22:00:00,0.63,1.03,10.2,10.4
2021-01-06 23:00:00,0.62,1.05,9.4,10.9
2021-01-06 23:30:00,0.64,1.02,9.4,11.6
2021-01-07 00:00:00,0.65,1.06,9.5,9.7
2021-01-07 00:30:00,0.62,1.05,9.5,11.8
2021-01-07 01:00:00,0.65,1.03,9.8,9.6
2021-01-07 01:30:00,0.52,0.9,8.9,9.7
2021-01-07 02:00:00,0.53,1.06,9.2,11.8
2021-01-07 02:30:00,0.5,0.97,9.9,10.9
2021-01-07 03:00:00,0.48,0.76,10.0,11.9
2021-01-07 03:30:00,0.49,0.79,10.0,10.1
2021-01-07 04:00:00,0.47,0.79,9.2,11.1
2021-01-07 04:30:00,0.45,0.82,9.7,10.3
2021-01-07 05:00:00,0.5,0.89,9.8,10.3
2021-01-07 05:30:00,0.49,0.89,10.0,11.3
2021-01-07 06:00:00,0.51,0.94,9.9,10.7
2021-01-07 06:30:00,0.59,0.9,10.5,10.5
2021-01-07 07:00:00,0.59,0.96,10.3,10.6
2021-01-07 07:30:00,0.59,1.08,10.1,10.4
2021-01-07 08:00:00,0.54,0.94,9.8,11.4
2021-01-07 08:30:00,0.67,1.16,10.7,10.2
2021-01-07 09:00:00,0.73,1.21,10.3,10.7
2021-01-07 09:30:00,0.61,1.03,8.8,9.5
2021-01-07 10:00:00,0.71,1.05,9.8,10.3
2021-01-07 10:30:00,0.66,1.24,9.8,11.7
2021-01-07 11:00:00,0.65,1.09,9.4,11.8
2021-01-07 11:30:00,0.55,0.99,9.3,11.2
2021-01-07 12:00:00,0.54,0.97,8.4,10.1
2021-01-07 12:30:00,0.63,1.14,8.6,11.7
2021-01-07 13:00:00,0.6,1.09,8.0,10.5
2021-01-07 13:30:00,0.56,0.95,8.3,10.3
2021-01-07 14:00:00,0.56,1.1,8.7,11.0
2021-01-07 14:30:00,0.5,0.86,8.5,12.9
2021-01-07 15:00:00,0.51,0.83,9.4,10.9
2021-01-07 15:30:00,0.47,0.77,9.2,11.9
2021-01-07 16:00:00,0.48,0.89,9.9,12.1
2021-01-07 16:30:00,0.45,0.66,10.3,13.1
2021-01-07 17:00:00,0.5,0.83,10.5,12.0
2021-01-07 17:30:00,0.54,0.85,10.6,12.6
2021-01-07 18:00:00,0.55,0.97,11.6,11.1
2021-01-07 18:30:00,0.53,0.84,10.2,11.1
2021-01-07 19:00:00,0.5,0.8,9.7,9.7
2021-01-07 19:30:00,0.54,0.85,10.6,10.1
2021-01-07 20:00:00,0.54,0.98,10.0,11.0
2021-01-07 20:30:00,0.56,0.99,9.3,11.8
2021-01-07 21:00:00,0.6,1.04,9.6,10.6
2021-01-07 21:30:00,0.56,1.01,8.9,9.9
2021-01-07 22:00:00,0.59,1.1,9.5,11.0
2021-01-07 23:00:00,0.57,1.04,9.6,11.1
2021-01-07 23:30:00,0.54,0.87,9.0,9.2
2021-01-08 00:00:00,0.56,1.03,9.3,9.1
2021-01-08 00:30:00,0.55,0.98,9.1,9.4
2021-01-08 01:00:00,0.55,0.95,8.3,10.3
2021-01-08 01:30:00,0.55,0.9,8.6,10.2
2021-01-08 02:00:00,0.51,0.8,8.4,10.6
2021-01-08 02:30:00,0.52,0.93,8.0,10.5
2021-01-08 03:00:00,0.47,0.76,7.4,11.1
2021-01-08 03:30:00,0.45,0.81,7.4,9.8
2021-01-08 04:00:00,0.49,0.91,8.2,11.6
2021-01-08 04:30:00,0.44,0.7,7.9,8.8
2021-01-08 05:00:00,0.46,0.83,8.3,13.9
2021-01-08 05:30:00,0.4,0.81,6.6,11.8
2021-01-08 06:00:00,0.46,0.89,7.0,10.3
2021-01-08 06:30:00,0.45,0.71,7.5,12.5
2021-01-08 07:00:00,0.48,0.85,7.4,9.0
2021-01-08 07:30:00,0.46,0.8,6.7,10.9
2021-01-08 08:00:00,0.5,0.89,7.0,9.5
2021-01-08 08:30:00,0.47,0.79,7.7,9.2
2021-01-08 09:00:00,0.56,1.08,8.2,10.7
2021-01-08 09:30:00,0.64,1.01,7.5,9.6
2021-01-08 10:00:00,0.69,1.33,7.5,9.3
2021-01-08 10:30:00,0.67,1.15,7.8,8.8
2021-01-08 11:00:00,0.74,1.19,8.2,8.7
2021-01-08 11:30:00,0.81,1.19,7.7,7.7
2021-01-08 12:00:00,0.86,1.52,7.3,7.5
2021-01-08 12:30:00,1.08,2.02,6.4,6.4
2021-01-08 13:00:00,1.18,2.32,6.5,5.7
2021-01-08 13:30:00,1.11,2.28,6.3,6.1
2021-01-08 14:00:00,1.0,1.53,6.6,5.0
2021-01-08 14:30:00,0.9,1.76,6.8,6.9
2021-01-08 15:00:00,0.85,1.42,7.0,8.0
2021-01-08 15:30:00,0.82,1.34,7.5,7.8
2021-01-08 16:00:00,0.77,1.29,7.2,7.0
2021-01-08 16:30:00,0.76,1.24,7.4,8.5
2021-01-08 17:00:00,0.71,1.17,7.5,6.5
2021-01-08 17:30:00,0.73,1.26,7.3,7.4
2021-01-08 18:00:00,0.68,1.36,7.2,6.7
2021-01-08 18:30:00,0.75,1.54,7.6,8.3
2021-01-08 19:00:00,0.76,1.4,7.4,8.7
2021-01-08 19:30:00,0.83,1.32,7.8,7.0
2021-01-08 20:00:00,0.85,1.51,7.6,9.8
2021-01-08 20:30:00,0.99,1.87,7.8,8.1
2021-01-08 21:00:00,0.95,1.52,7.6,7.4
2021-01-08 21:30:00,1.0,1.74,7.7,8.1
2021-01-08 22:00:00,1.09,2.07,7.6,7.0
2021-01-08 23:00:00,1.13,1.73,7.6,6.9
2021-01-08 23:30:00,1.07,1.87,7.4,7.9
2021-01-09 00:00:00,1.11,1.88,7.3,9.3
2021-01-09 00:30:00,0.99,1.72,7.1,7.4
2021-01-09 01:00:00,1.1,2.1,7.2,7.2
2021-01-09 01:30:00,1.02,1.72,6.8,7.1
2021-01-09 02:00:00,0.99,1.8,7.1,7.4
2021-01-09 02:30:00,1.03,1.55,7.2,6.9
2021-01-09 03:00:00,1.04,1.67,7.4,7.6
2021-01-09 03:30:00,0.87,1.47,6.5,8.0
2021-01-09 04:00:00,0.81,1.5,6.7,6.4
2021-01-09 04:30:00,0.81,1.35,6.3,7.6
2021-01-09 05:00:00,0.73,1.08,6.0,6.9
2021-01-09 05:30:00,0.69,1.02,5.8,8.0
2021-01-09 06:00:00,0.68,1.06,5.7,7.0
2021-01-09 06:30:00,0.69,1.23,6.5,6.5
2021-01-09 07:00:00,0.62,1.12,5.8,6.2
2021-01-09 07:30:00,0.63,1.11,6.0,5.9
2021-01-09 08:00:00,0.62,1.08,6.1,6.9
2021-01-09 08:30:00,0.63,1.26,6.3,7.4
2021-01-09 09:00:00,0.68,1.27,6.1,7.0
2021-01-09 09:30:00,0.71,1.06,6.4,5.9
2021-01-09 10:00:00,0.78,1.25,6.7,6.8
2021-01-09 10:30:00,0.78,1.22,6.7,5.9
2021-01-09 11:00:00,0.82,1.32,7.4,8.3
2021-01-09 11:30:00,0.8,1.38,7.1,6.8
2021-01-09 12:00:00,0.82,1.41,7.1,8.5
2021-01-09 12:30:00,0.82,1.45,7.1,8.2
2021-01-09 13:00:00,0.8,1.38,6.3,6.2
2021-01-09 13:30:00,0.78,1.51,6.0,6.1
2021-01-09 14:00:00,0.77,1.25,6.6,8.9
2021-01-09 14:30:00,0.74,1.25,6.3,7.7
2021-01-09 15:00:00,0.73,1.44,6.2,6.7
2021-01-09 15:30:00,0.62,1.11,5.6,7.5
2021-01-09 16:00:00,0.59,1.12,4.8,8.9
2021-01-09 16:30:00,0.58,1.16,4.9,6.1
2021-01-09 17:00:00,0.58,1.03,4.2,8.2
2021-01-09 17:30:00,0.55,1.07,4.3,2.6
2021-01-09 18:00:00,0.61,1.06,4.0,3.0
2021-01-09 18:30:00,0.57,0.95,4.0,3.6
2021-01-09 19:00:00,0.55,0.92,4.2,6.2
2021-01-09 19:30:00,0.55,0.92,4.4,6.2
2021-01-09 20:00:00,0.56,0.99,3.9,2.8
2021-01-09 20:30:00,0.6,0.99,4.0,6.3
2021-01-09 21:00:00,0.61,1.13,4.4,7.2
2021-01-09 21:30:00,0.6,0.98,4.5,4.2
2021-01-09 22:00:00,0.62,1.05,4.4,4.9
2021-01-09 23:00:00,0.6,1.07,4.7,6.9
2021-01-09 23:30:00,0.59,1.06,4.6,8.4
2021-01-10 00:00:00,0.64,1.04,5.3,7.4
2021-01-10 00:30:00,0.6,1.07,5.2,4.5
2021-01-10 01:00:00,0.65,1.11,5.0,5.9
2021-01-10 01:30:00,0.68,1.22,5.3,4.2
2021-01-10 02:00:00,0.71,1.3,5.0,2.6
2021-01-10 02:30:00,0.67,1.23,4.7,3.4
2021-01-10 03:00:00,0.63,1.29,4.6,7.0
2021-01-10 03:30:00,0.61,0.93,5.1,8.5
2021-01-10 04:00:00,0.58,1.01,5.5,8.7
2021-01-10 04:30:00,0.53,1.05,4.7,5.4
2021-01-10 05:00:00,0.51,1.02,4.6,2.9
2021-01-10 05:30:00,0.51,1.04,4.6,5.4
2021-01-10 06:00:00,0.47,0.79,4.3,7.3
2021-01-10 06:30:00,0.43,0.66,4.8,8.4
2021-01-10 07:00:00,0.42,0.69,4.8,3.1
2021-01-10 07:30:00,0.41,0.73,4.7,7.8
2021-01-10 08:00:00,0.41,0.75,5.4,7.7
2021-01-10 08:30:00,0.4,0.7,5.4,7.4
2021-01-10 09:00:00,0.42,0.81,6.1,6.0
2021-01-10 09:30:00,0.41,0.69,6.2,9.7
2021-01-10 10:00:00,0.42,0.67,6.8,9.3
2021-01-10 10:30:00,0.42,0.74,6.7,6.4
2021-01-10 11:00:00,0.46,0.77,6.9,9.3
2021-01-10 11:30:00,0.48,0.72,7.7,7.2
2021-01-10 12:00:00,0.5,0.87,7.3,8.8
2021-01-10 12:30:00,0.51,0.87,7.6,8.0
2021-01-10 13:00:00,0.51,0.79,7.5,10.4
2021-01-10 13:30:00,0.57,0.91,7.2,6.6
2021-01-10 14:00:00,0.6,1.02,6.8,8.1
2021-01-10 14:30:00,0.57,0.92,5.5,5.6
2021-01-10 15:00:00,0.57,1.04,5.4,7.8
2021-01-10 15:30:00,0.6,1.0,5.6,7.5
2021-01-10 16:00:00,0.58,1.02,5.2,7.8
2021-01-10 16:30:00,0.55,0.94,5.3,5.4
2021-01-10 17:00:00,0.51,1.01,5.2,7.2
2021-01-10 17:30:00,0.44,0.81,5.1,7.8
2021-01-10 18:00:00,0.41,0.73,5.3,8.1
2021-01-10 18:30:00,0.41,0.79,5.5,10.2
2021-01-10 19:00:00,0.39,0.69,5.6,7.3
2021-01-10 19:30:00,0.37,0.59,5.5,6.9
2021-01-10 20:00:00,0.38,0.65,5.5,7.1
2021-01-10 20:30:00,0.4,0.61,6.0,8.4
2021-01-10 21:00:00,0.4,0.7,6.3,9.0
2021-01-10 21:30:00,0.39,0.7,6.7,7.9
2021-01-10 22:00:00,0.41,0.77,6.8,8.1
2021-01-10 23:00:00,0.45,0.74,8.2,9.0
2021-01-10 23:30:00,0.47,0.75,8.8,11.1
2021-01-11 00:00:00,0.47,0.73,8.1,9.9
2021-01-11 00:30:00,0.55,0.86,9.0,9.2
2021-01-11 01:00:00,0.59,1.13,8.5,11.6
2021-01-11 01:30:00,0.65,1.14,9.0,8.9
2021-01-11 02:00:00,0.79,1.29,9.7,9.7
2021-01-11 02:30:00,0.7,1.12,8.8,9.1
2021-01-11 03:00:00,0.84,1.51,9.1,7.5
2021-01-11 03:30:00,0.82,1.46,9.0,9.6
2021-01-11 04:00:00,0.81,1.4,9.0,10.0
2021-01-11 04:30:00,0.82,1.21,9.2,9.2
