DateHeure,H13D,HMAXD,TH13D,THMAXD
2022-05-09 12:30:00,0.84,1.59,8.3,8.8
2022-05-09 13:00:00,0.85,1.33,8.4,8.4
2022-05-09 13:30:00,0.81,1.47,8.4,7.1
2022-05-09 14:00:00,0.87,1.77,8.2,8.2
2022-05-09 14:30:00,0.81,1.28,8.1,7.0
2022-05-09 15:00:00,0.85,1.4,8.5,8.9
2022-05-09 15:30:00,0.83,1.43,8.5,9.7
2022-05-09 16:00:00,0.91,1.68,8.5,8.8
2022-05-09 16:30:00,0.82,1.48,8.3,7.9
2022-05-09 17:00:00,0.83,1.38,8.5,9.6
2022-05-09 17:30:00,0.78,1.2,8.7,9.0
2022-05-09 18:00:00,0.77,1.6,8.3,8.3
2022-05-09 18:30:00,0.9,1.75,9.0,8.2
2022-05-09 19:00:00,0.78,1.2,8.6,8.8
2022-05-09 19:30:00,0.77,1.43,8.8,8.4
2022-05-09 20:00:00,0.78,1.61,8.6,8.4
2022-05-09 20:30:00,0.78,1.34,8.7,9.5
2022-05-09 21:00:00,0.79,1.35,8.5,8.9
2022-05-09 21:30:00,0.79,1.25,8.4,7.9
2022-05-09 22:00:00,0.84,1.42,8.3,8.8
2022-05-09 22:30:00,0.73,1.37,7.8,7.8
2022-05-09 23:00:00,0.71,1.1,8.2,8.1
2022-05-09 23:30:00,0.8,1.45,8.2,8.8
2022-05-10 00:00:00,0.76,1.28,7.8,8.4
2022-05-10 00:30:00,0.8,1.32,8.0,9.4
2022-05-10 01:00:00,0.78,1.3,7.4,8.4
2022-05-10 01:30:00,0.83,1.32,7.3,8.2
2022-05-10 02:00:00,0.81,1.44,7.3,7.2
2022-05-10 02:30:00,0.8,1.39,7.1,8.5
2022-05-10 03:00:00,0.88,1.61,7.8,8.6
2022-05-10 03:30:00,0.9,1.55,7.2,8.8
2022-05-10 04:00:00,1.1,2.14,7.2,7.6
2022-05-10 04:30:00,1.21,2.07,7.6,8.4
2022-05-10 05:00:00,1.12,1.64,7.3,7.8
2022-05-10 05:30:00,1.15,1.83,7.5,8.4
2022-05-10 06:00:00,1.19,1.9,7.3,8.9
2022-05-10 06:30:00,1.3,2.08,7.5,7.9
2022-05-10 07:00:00,1.43,2.69,7.3,5.3
2022-05-10 07:30:00,1.52,2.53,7.5,8.5
2022-05-10 08:00:00,1.62,2.42,7.8,7.7
2022-05-10 08:30:00,1.57,2.84,7.9,8.6
2022-05-10 09:00:00,1.52,2.32,7.5,7.7
2022-05-10 09:30:00,1.63,2.65,7.9,7.9
2022-05-10 10:00:00,1.78,3.16,8.0,7.5
2022-05-10 10:30:00,1.68,3.04,7.7,7.7
2022-05-10 11:00:00,1.66,2.9,7.6,6.4
2022-05-11 07:00:00,2.54,4.29,10.5,10.0
2022-05-11 07:30:00,2.69,4.86,10.6,10.2
2022-05-11 08:00:00,2.69,4.82,10.3,10.1
2022-05-11 08:30:00,2.58,4.43,9.9,11.4
2022-05-11 09:00:00,2.71,4.33,10.1,11.6
2022-05-11 09:30:00,2.84,4.92,10.3,10.9
2022-05-11 10:00:00,2.73,5.04,9.6,9.1
2022-05-11 10:30:00,2.89,4.77,9.7,11.5
2022-05-11 11:00:00,2.9,4.31,9.4,10.3
2022-05-11 11:30:00,3.21,4.77,9.4,12.6
2022-05-11 12:00:00,3.19,4.67,9.7,10.7
2022-05-11 12:30:00,3.32,5.05,10.1,9.5
2022-05-11 13:00:00,3.15,4.5,9.8,8.0
2022-05-11 13:30:00,3.33,6.35,10.4,8.3
2022-05-11 14:00:00,3.08,5.42,9.6,11.0
2022-05-11 14:30:00,2.88,4.53,9.3,9.2
2022-05-11 15:00:00,3.07,5.84,9.3,11.4
2022-05-11 15:30:00,3.0,5.1,9.8,9.9
2022-05-11 16:00:00,2.89,4.68,10.3,9.2
2022-05-11 16:30:00,2.91,5.02,10.2,10.1
2022-05-11 17:00:00,2.71,4.08,10.4,9.4
2022-05-11 17:30:00,2.82,5.15,11.0,10.4
2022-05-11 18:00:00,2.52,3.84,10.9,11.1
2022-05-11 18:30:00,2.4,4.21,10.7,10.1
2022-05-11 19:00:00,2.5,3.91,10.6,10.4
2022-05-11 19:30:00,2.35,3.72,10.7,9.7
2022-05-11 20:00:00,2.65,4.61,11.9,12.0
2022-05-11 20:30:00,2.58,4.84,10.8,11.7
2022-05-11 21:00:00,2.45,3.87,11.0,12.9
2022-05-11 21:30:00,2.43,4.08,11.0,10.3
2022-05-11 22:00:00,2.69,3.92,11.1,11.0
2022-05-11 22:30:00,2.4,4.13,11.0,10.8
2022-05-11 23:00:00,2.45,3.91,10.3,8.0
2022-05-11 23:30:00,2.54,3.92,10.3,11.2
2022-05-12 00:00:00,2.45,4.06,10.1,10.6
2022-05-12 00:30:00,2.46,3.83,9.7,10.4
2022-05-12 01:00:00,2.54,4.0,9.8,10.0
2022-05-12 01:30:00,2.73,4.08,9.5,9.7
2022-05-12 02:00:00,2.47,4.97,9.2,9.6
2022-05-12 02:30:00,2.62,4.15,9.8,9.5
2022-05-12 03:00:00,2.59,3.91,9.4,9.1
2022-05-12 03:30:00,2.45,3.7,9.0,8.4
2022-05-12 04:00:00,2.52,4.74,8.8,9.0
2022-05-12 04:30:00,2.6,4.23,9.1,8.3
2022-05-12 05:00:00,2.53,4.22,9.1,11.0
2022-05-12 05:30:00,2.41,3.43,9.9,11.2
2022-05-12 06:00:00,2.51,4.57,9.7,10.8
2022-05-12 06:30:00,2.37,3.72,10.0,9.1
2022-05-12 07:00:00,2.08,3.62,9.6,8.8
2022-05-12 07:30:00,2.18,3.77,10.2,8.3
2022-05-12 08:00:00,2.2,3.75,10.3,9.5
2022-05-12 08:30:00,2.13,3.76,10.1,10.4
2022-05-12 09:00:00,1.81,2.94,9.7,11.4
2022-05-12 09:30:00,2.06,2.84,10.1,8.7
2022-05-12 10:00:00,1.95,3.35,9.6,9.8
2022-05-12 10:30:00,1.86,3.26,9.8,7.7
2022-05-12 11:00:00,2.02,3.57,9.9,10.8
2022-05-12 11:30:00,1.84,2.83,10.0,8.0
2022-05-12 12:00:00,1.93,2.86,10.3,10.1
2022-05-12 12:30:00,2.01,3.03,9.7,8.8
2022-05-12 13:00:00,1.92,3.09,9.7,10.8
2022-05-12 13:30:00,1.91,3.03,9.5,9.6
2022-05-12 14:00:00,1.98,3.92,10.0,9.8
2022-05-12 14:30:00,1.86,2.91,9.3,9.2
2022-05-12 15:00:00,1.8,3.53,9.3,9.5
2022-05-12 15:30:00,1.88,3.32,8.9,8.4
2022-05-12 16:00:00,1.92,3.21,9.0,8.4
2022-05-12 16:30:00,1.85,4.14,9.1,9.9
2022-05-12 17:00:00,2.08,3.05,9.0,9.2
2022-05-12 17:30:00,1.78,3.02,8.9,8.8
2022-05-12 18:00:00,1.77,3.27,9.0,8.4
2022-05-12 18:30:00,1.79,3.58,9.1,9.1
2022-05-12 19:00:00,1.51,2.18,8.8,9.2
2022-05-12 19:30:00,1.7,2.96,9.4,9.4
2022-05-12 20:00:00,1.51,2.7,8.8,9.1
2022-05-12 20:30:00,1.64,3.06,9.2,9.1
2022-05-12 21:00:00,1.58,2.71,9.1,9.0
2022-05-12 21:30:00,1.58,2.77,8.8,9.7
2022-05-12 22:00:00,1.64,2.72,8.9,8.4
2022-05-12 22:30:00,1.74,3.1,9.0,9.1
2022-05-12 23:00:00,1.69,2.91,8.8,8.6
2022-05-12 23:30:00,1.73,2.76,8.9,9.4
2022-05-13 00:00:00,1.57,2.77,8.6,8.7
2022-05-13 00:30:00,1.57,2.43,8.5,8.3
2022-05-13 01:00:00,1.64,2.51,8.3,8.5
2022-05-13 01:30:00,1.52,2.26,8.2,7.2
2022-05-13 02:00:00,1.5,2.61,8.1,8.7
2022-05-13 02:30:00,1.38,2.51,8.2,8.5
2022-05-13 03:00:00,1.45,2.88,8.2,9.1
2022-05-13 03:30:00,1.33,2.25,8.0,8.4
2022-05-13 04:00:00,1.6,2.76,8.6,8.1
2022-05-13 04:30:00,1.35,2.18,8.4,8.8
2022-05-13 05:00:00,1.3,1.89,8.4,8.5
2022-05-13 05:30:00,1.2,2.17,8.5,9.6
2022-05-13 06:00:00,1.14,1.83,8.6,7.3
2022-05-13 06:30:00,1.08,1.75,8.6,10.1
2022-05-13 07:00:00,1.07,1.82,8.8,10.2
2022-05-13 07:30:00,1.08,1.82,8.8,8.4
2022-05-13 08:00:00,1.11,1.77,9.1,7.5
2022-05-13 08:30:00,1.11,1.63,9.0,9.3
2022-05-13 09:00:00,1.08,2.03,8.9,9.0
2022-05-13 09:30:00,1.04,2.15,8.8,8.4
2022-05-13 10:00:00,1.19,2.21,8.9,9.0
2022-05-13 10:30:00,1.19,2.06,8.7,8.3
2022-05-13 11:00:00,1.34,1.85,8.7,8.5
2022-05-13 11:30:00,1.38,2.21,8.9,8.2
2022-05-13 12:00:00,1.45,2.17,8.6,8.9
2022-05-13 12:30:00,1.42,2.41,8.2,8.3
2022-05-13 13:00:00,1.44,2.61,8.2,7.2
2022-05-13 13:30:00,1.48,2.28,8.0,7.0
2022-05-13 14:00:00,1.38,2.84,8.1,8.9
2022-05-13 14:30:00,1.32,2.1,7.8,6.7
2022-05-13 15:00:00,1.39,2.56,7.8,7.5
2022-05-13 15:30:00,1.34,2.15,7.8,6.3
2022-05-13 16:00:00,1.39,2.31,7.7,8.8
2022-05-13 16:30:00,1.5,2.42,8.1,7.6
2022-05-13 17:00:00,1.4,2.35,7.7,8.9
2022-05-13 17:30:00,1.27,2.14,8.2,7.9
2022-05-13 18:00:00,1.18,1.81,7.9,8.9
2022-05-13 18:30:00,1.08,1.84,8.2,7.8
2022-05-13 19:00:00,0.97,1.34,8.5,9.9
2022-05-13 19:30:00,0.94,1.67,8.4,9.7
2022-05-13 20:00:00,0.96,1.56,8.5,8.9
2022-05-13 20:30:00,0.91,1.58,8.5,9.7
2022-05-13 21:00:00,0.91,1.5,8.6,8.5
2022-05-13 21:30:00,0.96,1.5,8.8,7.8
2022-05-13 22:00:00,1.04,1.65,9.1,9.4
2022-05-13 22:30:00,1.18,1.95,9.5,9.3
2022-05-13 23:00:00,1.15,1.76,9.3,9.3
2022-05-13 23:30:00,1.24,2.13,9.4,9.6
2022-05-14 00:00:00,1.41,2.14,9.3,8.4
2022-05-14 00:30:00,1.65,2.98,9.4,8.5
2022-05-14 01:00:00,1.77,3.02,9.6,9.4
2022-05-14 01:30:00,2.01,2.89,9.5,9.4
2022-05-14 02:00:00,1.98,3.42,9.3,9.9
2022-05-14 02:30:00,2.09,3.66,9.3,9.1
2022-05-14 03:00:00,1.77,3.34,8.7,8.8
2022-05-14 03:30:00,1.95,2.91,8.8,8.6
2022-05-14 04:00:00,2.02,3.71,8.9,9.7
2022-05-14 04:30:00,1.98,3.11,8.8,8.2
2022-05-14 05:00:00,1.99,2.99,8.8,8.2
2022-05-14 05:30:00,2.01,3.25,9.1,8.9
2022-05-14 06:00:00,1.98,2.9,9.3,8.9
2022-05-14 06:30:00,1.72,3.03,8.8,10.4
2022-05-14 07:00:00,1.45,2.2,9.1,10.3
2022-05-14 07:30:00,1.31,2.0,9.1,10.0
2022-05-14 08:00:00,1.31,2.18,9.2,8.1
2022-05-14 08:30:00,1.22,2.12,9.1,8.4
2022-05-14 09:00:00,1.21,1.93,9.2,9.7
2022-05-14 09:30:00,1.08,1.69,8.8,9.4
2022-05-14 10:00:00,1.1,1.77,8.7,7.3
2022-05-14 10:30:00,1.19,2.28,9.8,10.5
2022-05-14 11:00:00,1.26,2.09,9.4,8.3
2022-05-14 11:30:00,1.29,1.98,9.8,9.5
2022-05-14 12:00:00,1.35,1.94,10.1,8.7
2022-05-14 12:30:00,1.45,2.37,9.7,9.8
2022-05-14 13:00:00,1.59,2.39,9.8,8.3
2022-05-14 13:30:00,1.62,2.57,9.8,9.8
2022-05-14 14:00:00,1.67,3.14,9.7,9.9
2022-05-14 14:30:00,1.6,2.99,9.4,9.8
2022-05-14 15:00:00,1.43,2.33,8.9,9.4
2022-05-14 15:30:00,1.49,2.4,9.0,9.1
2022-05-14 16:00:00,1.6,2.47,9.1,7.8
2022-05-14 16:30:00,1.4,2.13,8.8,9.7
2022-05-14 17:00:00,1.48,2.59,8.9,9.8
2022-05-14 17:30:00,1.58,2.54,9.0,9.1
2022-05-14 18:00:00,1.74,3.05,9.2,8.3
2022-05-14 18:30:00,1.37,2.33,9.2,7.6
2022-05-14 19:00:00,1.28,1.8,9.0,8.4
2022-05-14 19:30:00,1.11,1.87,8.7,9.0
2022-05-14 20:00:00,1.08,1.83,9.1,9.8
2022-05-14 20:30:00,1.08,1.72,9.4,9.5
2022-05-14 21:00:00,0.91,1.69,9.1,9.4
2022-05-14 21:30:00,0.82,1.29,8.4,10.7
2022-05-14 22:00:00,0.87,1.51,8.9,9.6
2022-05-14 22:30:00,0.87,1.58,9.7,10.2
2022-05-14 23:00:00,1.02,1.77,9.7,9.9
2022-05-14 23:30:00,1.17,1.84,9.5,8.2
2022-05-15 00:00:00,1.18,2.15,9.5,8.6
2022-05-15 00:30:00,1.29,2.74,9.9,9.7
2022-05-15 01:00:00,1.5,2.31,10.1,9.6
2022-05-15 01:30:00,1.43,2.78,9.9,10.2
2022-05-15 02:00:00,1.44,2.11,10.0,9.8
2022-05-15 02:30:00,1.42,2.23,9.6,9.5
2022-05-15 03:00:00,1.42,2.47,9.8,10.0
2022-05-15 03:30:00,1.37,2.17,9.7,9.6
2022-05-15 04:00:00,1.24,1.81,9.5,9.8
2022-05-15 04:30:00,1.31,2.35,9.6,9.4
2022-05-15 05:00:00,1.41,2.32,9.3,9.4
2022-05-15 05:30:00,1.16,1.89,9.2,9.1
2022-05-15 06:00:00,1.14,1.63,9.2,9.6
2022-05-15 06:30:00,0.99,1.47,9.0,10.1
2022-05-15 07:00:00,0.9,1.74,9.1,9.9
2022-05-15 07:30:00,0.93,1.57,9.5,9.4
2022-05-15 08:00:00,0.9,1.39,9.6,8.9
2022-05-15 08:30:00,0.77,1.46,9.4,10.0
2022-05-15 09:00:00,0.71,1.33,8.9,8.7
2022-05-15 09:30:00,0.8,1.37,9.4,8.8
2022-05-15 10:00:00,0.78,1.36,9.6,9.9
2022-05-15 10:30:00,0.82,1.66,9.6,8.8
2022-05-15 11:00:00,0.84,1.74,9.6,8.1
2022-05-15 11:30:00,0.97,1.55,9.4,8.5
2022-05-15 12:00:00,0.91,1.74,9.5,9.1
2022-05-15 12:30:00,1.01,1.87,9.5,10.2
2022-05-15 13:00:00,1.1,1.68,9.4,9.7
2022-05-15 13:30:00,1.22,2.06,9.6,9.2
2022-05-15 14:00:00,1.39,2.39,9.6,9.4
2022-05-15 14:30:00,1.24,2.13,9.2,9.3
2022-05-15 15:00:00,1.45,2.59,9.2,8.7
2022-05-15 15:30:00,1.28,2.41,8.8,8.5
2022-05-15 16:00:00,1.22,1.93,9.1,8.4
2022-05-15 16:30:00,1.32,2.21,9.2,8.7
2022-05-15 17:00:00,1.28,1.93,9.0,8.1
2022-05-15 17:30:00,1.23,2.03,8.9,8.7
2022-05-15 18:00:00,1.23,2.23,8.8,9.7
2022-05-15 18:30:00,1.05,1.95,9.0,8.9
2022-05-15 19:00:00,0.87,1.82,9.0,8.9
2022-05-15 19:30:00,0.85,1.29,9.2,9.5
2022-05-15 20:00:00,0.78,1.71,9.1,9.5
2022-05-15 20:30:00,0.67,1.09,8.7,8.3
2022-05-15 21:00:00,0.61,0.96,8.0,8.1
2022-05-15 21:30:00,0.63,1.23,7.1,8.8
2022-05-15 22:00:00,0.6,0.98,6.3,10.0
2022-05-15 22:30:00,0.61,1.0,6.5,8.8
2022-05-15 23:00:00,0.66,1.05,5.9,6.8
2022-05-15 23:30:00,0.77,1.31,5.6,8.8
2022-05-16 00:00:00,0.94,1.76,5.3,9.3
2022-05-16 00:30:00,0.92,1.77,5.5,5.5
2022-05-16 01:00:00,0.96,1.59,6.0,9.6
2022-05-16 01:30:00,1.08,1.63,6.7,10.4
2022-05-16 02:00:00,1.1,1.66,6.5,8.1
2022-05-16 02:30:00,1.18,2.05,7.4,9.5
2022-05-16 03:00:00,1.2,1.95,7.4,8.8
2022-05-16 03:30:00,1.21,2.21,6.8,10.2
2022-05-16 04:00:00,1.15,1.62,6.6,8.1
2022-05-16 04:30:00,1.24,1.92,7.3,7.9
2022-05-16 05:00:00,1.17,1.83,6.8,8.2
2022-05-16 05:30:00,1.24,2.02,6.9,7.3
2022-05-16 06:00:00,1.28,2.36,6.6,7.9
2022-05-16 06:30:00,1.3,2.19,5.4,7.5
2022-05-16 07:00:00,1.39,2.41,6.0,7.7
2022-05-16 07:30:00,1.64,3.03,5.9,5.9
2022-05-16 08:00:00,1.89,2.93,6.2,5.1
2022-05-16 08:30:00,2.02,3.25,6.7,6.7
2022-05-16 09:00:00,1.86,2.99,6.5,6.6
2022-05-16 09:30:00,2.12,3.38,7.2,7.7
2022-05-16 10:00:00,2.05,3.52,7.2,6.4
2022-05-16 10:30:00,2.11,3.69,7.2,7.3
2022-05-16 11:00:00,2.22,4.02,7.1,8.1
2022-05-16 11:30:00,2.08,3.98,7.5,6.8
2022-05-16 12:00:00,2.05,3.8,7.4,8.1
2022-05-16 12:30:00,2.2,3.42,7.7,7.3
2022-05-16 13:00:00,2.19,3.99,7.5,7.4
2022-05-16 13:30:00,2.04,3.39,7.0,7.2
2022-05-16 14:00:00,2.01,4.05,7.4,7.4
2022-05-16 14:30:00,1.82,3.28,7.3,8.3
2022-05-16 15:00:00,1.68,3.46,7.3,7.5
2022-05-16 15:30:00,1.54,2.25,7.3,7.1
2022-05-16 16:00:00,1.49,2.5,7.4,7.4
2022-05-16 16:30:00,1.47,2.54,7.7,7.7
2022-05-16 17:00:00,1.35,2.65,7.8,7.9
2022-05-16 17:30:00,1.24,2.1,7.8,8.6
2022-05-16 18:00:00,1.27,1.89,7.8,8.8
2022-05-16 18:30:00,1.34,2.52,8.1,8.4
2022-05-16 19:00:00,1.3,2.18,8.0,6.7
2022-05-16 19:30:00,1.3,2.14,8.5,8.4
2022-05-16 20:00:00,1.29,2.14,8.4,9.6
2022-05-16 20:30:00,1.33,2.43,8.7,9.8
2022-05-16 21:00:00,1.28,2.05,9.1,8.7
2022-05-16 21:30:00,1.34,2.26,9.0,8.2
2022-05-16 22:00:00,1.33,2.19,8.5,13.7
2022-05-16 22:30:00,1.58,2.58,9.8,10.3
2022-05-16 23:00:00,1.49,2.3,9.7,13.9
2022-05-16 23:30:00,1.58,2.51,9.8,12.5
2022-05-17 00:00:00,1.71,2.79,9.5,9.2
2022-05-17 00:30:00,1.78,2.86,9.0,7.0
2022-05-17 01:00:00,1.91,3.59,10.2,11.4
2022-05-17 01:30:00,2.09,3.37,9.7,8.9
2022-05-17 02:00:00,2.09,3.51,9.8,12.4
2022-05-17 02:30:00,2.08,3.76,10.7,11.2
2022-05-17 03:00:00,2.24,3.58,11.4,10.4
2022-05-17 03:30:00,2.05,4.01,10.3,10.2
2022-05-17 04:00:00,2.26,3.77,11.1,12.6
2022-05-17 04:30:00,2.03,3.81,10.3,10.9
2022-05-17 05:00:00,2.14,3.24,10.9,11.7
2022-05-17 05:30:00,1.95,3.2,10.2,12.3
2022-05-17 06:00:00,2.3,3.76,11.0,11.9
2022-05-17 06:30:00,2.19,3.41,10.6,10.3
2022-05-17 07:00:00,2.53,4.45,10.7,11.0
2022-05-17 07:30:00,2.46,4.13,10.5,10.3
2022-05-17 08:00:00,2.55,4.44,10.9,11.9
2022-05-17 08:30:00,2.42,4.5,10.6,9.6
2022-05-17 09:00:00,2.42,4.39,10.9,11.1
2022-05-17 09:30:00,2.58,4.28,11.0,10.7
2022-05-17 10:00:00,2.85,5.61,11.1,12.0
2022-05-17 10:30:00,2.93,5.28,11.1,11.8
2022-05-17 11:00:00,2.82,4.17,10.7,10.6
2022-05-17 11:30:00,3.08,5.16,11.0,11.0
2022-05-17 12:00:00,3.06,4.34,11.1,9.4
2022-05-17 12:30:00,3.28,5.25,12.0,11.0
2022-05-17 13:00:00,3.44,5.39,12.0,15.3
2022-05-17 13:30:00,3.37,5.2,12.3,15.4
2022-05-17 14:00:00,3.53,6.05,11.7,12.9
2022-05-17 14:30:00,4.94,7.07,13.8,13.9
2022-05-17 15:00:00,4.72,7.29,13.3,13.8
2022-05-17 15:30:00,4.63,7.37,13.0,11.5
2022-05-17 16:00:00,5.32,8.49,13.5,11.8
2022-05-17 16:30:00,4.64,6.85,12.8,12.4
2022-05-17 17:00:00,4.53,6.92,13.3,12.0
2022-05-17 17:30:00,4.53,7.82,12.9,13.8
2022-05-17 18:00:00,4.39,7.21,13.2,13.6
2022-05-17 18:30:00,3.6,5.32,12.2,12.9
2022-05-17 19:00:00,3.54,5.24,12.3,12.5
2022-05-17 19:30:00,3.31,5.19,12.8,12.4
2022-05-17 20:00:00,3.14,5.65,12.1,12.7
2022-05-17 20:30:00,3.34,4.94,13.1,12.3
2022-05-17 21:00:00,3.04,5.42,12.2,12.7
2022-05-17 21:30:00,3.15,5.02,12.1,13.1
2022-05-17 22:00:00,3.38,5.16,12.2,13.7
2022-05-17 22:30:00,2.95,5.04,12.3,12.1
2022-05-17 23:00:00,2.76,4.43,12.0,12.0
2022-05-17 23:30:00,3.13,4.97,12.3,11.7
2022-05-18 00:00:00,2.88,4.28,11.6,12.3
2022-05-18 00:30:00,3.07,4.56,12.0,12.1
2022-05-18 01:00:00,3.08,5.42,12.0,12.0
2022-05-18 01:30:00,3.35,5.88,11.4,13.3
2022-05-18 02:00:00,3.61,6.54,11.3,9.7
2022-05-18 02:30:00,3.73,5.75,11.2,11.8
2022-05-18 03:00:00,3.78,7.33,11.6,10.8
2022-05-18 03:30:00,3.83,5.59,11.6,11.0
2022-05-18 04:00:00,4.0,6.17,11.6,10.5
2022-05-18 04:30:00,3.66,5.84,11.1,11.0
2022-05-18 05:00:00,3.9,5.73,11.7,12.6
2022-05-18 05:30:00,3.41,5.4,10.8,11.5
2022-05-18 06:00:00,3.5,5.7,11.2,12.3
2022-05-18 06:30:00,3.43,5.37,11.2,12.8
2022-05-18 07:00:00,3.45,6.41,11.3,11.8
2022-05-18 07:30:00,3.2,4.91,10.9,12.8
2022-05-18 08:00:00,2.98,4.63,11.0,13.0
2022-05-18 08:30:00,2.79,5.13,11.0,10.3
2022-05-18 09:00:00,2.95,4.74,11.3,11.0
2022-05-18 09:30:00,3.13,4.95,11.8,11.4
2022-05-18 10:00:00,2.81,4.33,11.4,11.7
2022-05-18 10:30:00,2.68,4.73,11.5,12.1
2022-05-18 11:00:00,2.52,4.15,11.1,11.6
2022-05-18 11:30:00,2.55,3.74,11.4,11.0
2022-05-18 12:00:00,2.33,3.99,11.2,10.4
2022-05-18 12:30:00,2.56,4.29,11.2,13.2
2022-05-18 13:00:00,2.52,3.97,10.7,11.5
2022-05-18 13:30:00,2.56,4.28,10.6,10.7
2022-05-18 14:00:00,2.84,4.23,10.8,10.4
2022-05-18 14:30:00,2.53,4.16,10.2,10.2
2022-05-18 15:00:00,2.88,5.03,11.1,10.4
2022-05-18 15:30:00,3.04,5.18,10.7,10.3
2022-05-18 16:00:00,3.01,4.75,10.7,11.4
2022-05-18 16:30:00,2.63,5.0,10.1,10.4
2022-05-18 17:00:00,2.71,4.36,10.3,8.8
2022-05-18 17:30:00,2.66,4.44,9.8,10.0
2022-05-18 18:00:00,2.8,4.52,10.0,11.0
2022-05-18 18:30:00,2.65,4.5,10.0,10.3
2022-05-18 19:00:00,2.53,4.02,10.1,9.7
2022-05-18 19:30:00,2.59,3.42,10.1,10.0
2022-05-18 20:00:00,2.32,3.88,9.5,8.7
2022-05-18 20:30:00,2.36,4.55,10.0,10.4
2022-05-18 21:00:00,2.62,4.23,10.0,10.1
2022-05-18 21:30:00,2.3,3.57,10.0,10.1
2022-05-18 22:00:00,2.18,3.57,10.0,8.8
2022-05-18 22:30:00,2.03,2.91,10.1,8.8
2022-05-18 23:00:00,1.98,3.69,10.2,11.2
2022-05-18 23:30:00,2.11,2.93,10.6,10.9
2022-05-19 00:00:00,2.0,3.93,11.0,9.8
2022-05-19 00:30:00,2.06,3.71,10.1,10.7
2022-05-19 01:00:00,2.14,3.52,10.4,9.0
2022-05-19 01:30:00,2.19,3.51,9.9,10.9
2022-05-19 02:00:00,2.33,4.08,10.3,10.1
2022-05-19 02:30:00,2.25,3.27,10.2,9.8
2022-05-19 03:00:00,2.28,3.5,10.1,10.8
2022-05-19 03:30:00,2.36,3.73,9.9,10.5
2022-05-19 04:00:00,2.73,4.24,10.2,10.0
2022-05-19 04:30:00,2.43,4.26,9.5,9.3
2022-05-19 05:00:00,2.68,4.13,9.9,10.1
2022-05-19 05:30:00,2.64,4.48,9.8,9.5
2022-05-19 06:00:00,2.69,3.74,9.8,8.7
2022-05-19 06:30:00,2.5,3.86,9.8,8.8
2022-05-19 07:00:00,2.46,5.08,9.8,9.3
2022-05-19 07:30:00,2.49,3.81,9.6,9.4
2022-05-19 08:00:00,2.33,3.54,9.6,8.8
2022-05-19 08:30:00,2.41,3.75,9.4,9.8
2022-05-19 09:00:00,2.57,4.0,9.9,9.6
2022-05-19 09:30:00,2.5,4.08,10.0,10.6
2022-05-19 10:00:00,2.43,3.84,10.0,10.5
2022-05-19 10:30:00,2.07,3.12,9.8,9.2
2022-05-19 11:00:00,2.07,3.26,9.8,11.7
2022-05-19 11:30:00,1.95,3.16,10.1,10.1
2022-05-19 12:00:00,2.19,2.87,9.9,10.8
2022-05-19 12:30:00,2.1,4.13,10.2,10.6
2022-05-19 13:00:00,1.94,3.19,9.9,8.5
2022-05-19 13:30:00,1.96,3.22,10.0,10.9
2022-05-19 14:00:00,2.3,4.41,9.9,9.5
2022-05-19 14:30:00,2.25,3.62,10.3,10.5
2022-05-19 15:00:00,2.12,3.58,9.8,10.8
2022-05-19 15:30:00,2.35,4.08,9.7,10.1
2022-05-19 16:00:00,2.56,4.04,9.9,10.1
2022-05-19 16:30:00,2.5,4.24,10.2,9.5
2022-05-19 17:00:00,2.46,4.14,9.7,9.9
2022-05-19 17:30:00,2.49,3.94,9.8,9.7
2022-05-19 18:00:00,2.54,4.63,9.6,9.7
2022-05-19 18:30:00,2.28,3.68,9.4,9.1
2022-05-19 19:00:00,2.35,3.61,9.6,10.1
2022-05-19 19:30:00,2.25,4.26,9.7,9.3
2022-05-19 20:00:00,2.3,4.52,9.7,9.7
2022-05-19 20:30:00,2.24,3.95,9.7,9.2
2022-05-19 21:00:00,2.15,3.67,9.3,9.9
2022-05-19 21:30:00,2.49,3.99,9.9,9.6
2022-05-19 22:00:00,1.97,3.09,9.4,8.7
2022-05-19 22:30:00,1.99,2.94,9.7,10.7
2022-05-19 23:00:00,1.92,3.48,9.8,8.2
2022-05-19 23:30:00,1.61,2.62,9.7,9.9
2022-05-20 00:00:00,1.58,2.97,10.0,10.2
2022-05-20 00:30:00,1.61,2.56,9.9,10.4
2022-05-20 01:00:00,1.57,2.18,10.0,9.4
2022-05-20 01:30:00,1.5,2.33,9.8,10.4
2022-05-20 02:00:00,1.64,3.35,9.8,8.9
2022-05-20 02:30:00,1.72,2.73,9.8,10.4
2022-05-20 03:00:00,1.85,3.2,10.4,10.6
2022-05-20 03:30:00,1.89,3.42,10.0,9.7
2022-05-20 04:00:00,1.95,2.85,9.8,9.1
2022-05-20 04:30:00,1.99,2.79,9.9,8.2
2022-05-20 05:00:00,2.4,3.8,10.1,9.9
2022-05-20 05:30:00,2.12,3.5,9.7,8.1
2022-05-20 06:00:00,2.07,3.4,9.4,9.3
2022-05-20 06:30:00,2.04,4.29,9.4,9.3
2022-05-20 07:00:00,2.05,3.18,9.2,9.6
2022-05-20 07:30:00,2.14,3.63,9.3,9.8
2022-05-20 08:00:00,2.29,3.61,9.8,9.9
